session,candidate_name,matched_text,similarity,context,cue_start
salon-072,Stephen Paré,Stephen Pare,0.92,"And there's also a new member today, Stephen Pare from Texas.",1823.56
salon-072,Stephen Pare,screen share,0.67,So let's start with the screen share.,3986.52
salon-072,Stephen Paré,Stephen Pare,0.92,"You could just join. So Stephen Pare, is that right? It's Peray. Thank you.",4546.2
salon-074,Michael Rees,"Michael, Lee",0.83,"names of the five topics. They'll be explained by Michael, Lee, and",51.0
salon-074,Anton MCHX,Anton,0.67,"So I have five artists at the moment, starting with Anton in Russia, who's joining us for the very first time.",92.38
salon-074,Tommy Mintz,to mount,0.63,He's actually heading to Paris right now to mount another thing.,2509.44
salon-074,Seungjin Lee,Sungjin Lee's,0.88,"Oh, here's Sungjin Lee's work, which is here's some AR, augmented reality fashion th",2689.74
salon-074,Anton MCHX,Anton,0.67,"t want to say it was great to see both Moritz from Germany, Anton from Russia, and some Canadian artists as well.",5455.08
salon-075,Cynthia Beth Rubin,"Cynthia Rubin,",0.84,"So Cynthia Rubin, you wanted,",117.0
salon-075,Beth Giacummo,Beth Giacomo,0.88,Is that Beth Giacomo that's still the point person there?,3286.3
salon-075,Beth Giacummo,Beth Giacomo,0.88,It's Beth Giacomo.,3338.44
salon-076,David Mew,did me,0.8,So Apple did me a big favor when they put out iOS 17.,1601.52
salon-076,Sherry Karver,Sherry Kava,0.83,Sherry Kava has done.,2678.28
salon-076,Tommy Mintz,to point,0.63, now it's a splash page and I'm using Siberiana.studio just to point to a directory on,4870.62
salon-086,Sherry Karver,Sherry Carver's,0.86,is Sherry Carver's piece.,520.78
salon-086,Tommy Mintz,to point,0.63,I'm trying to point with my cursor there in the bottom center.,589.48
salon-086,Tommy Mintz,to point,0.63,And I just wanted to point out the piece I'm talking about within context.,777.0
salon-086,Oz Van Rosen,Oz Van Rozen,0.92,e corner here from Colin and Renata we have Paul Miller and Oz Van Rozen.,2007.24
salon-086,Meltdownlove,Meltdown,0.8,And it's like we have Meltdown Love.,2018.44
salon-086,Carolina Ramonde,Caro Ramonde,0.86,Caro Ramonde right here next to Victor Acevedo print which is right next,2042.12
salon-086,Sherry Karver,Sherry Carver's,0.86,ht here next to Victor Acevedo print which is right next to Sherry Carver's.,2042.12
salon-086,Sherry Karver,Sherry Carver's,0.86,Sherry Carver's print.,2051.08
salon-086,Leila Pinto,Layla Pinto,0.82,"And above Carrie Ann, we have Layla Pinto.",2238.98
salon-086,Mary Ann Strandell,Mary Ann Strand-Hill,0.89,color as a formative you know generative object if you will Mary Ann Strand-Hill,2357.3
salon-086,Karen LaFleur,Karen LaCleure's,0.83,"of Karen LaCleure's work is above, can we come in a little bit here? Two pieces",2448.88
salon-086,Patrick Lichty,Patrick,0.67,"wave if you will. So Patrick and Nijine's piece is this peak, but also there's this",2544.16
salon-086,Ann Shapiro,And Shapiro,0.91,"And Shapiro, Lee Day has, once again, an interpretation of a landscape ",2598.6
salon-086,Meltdownlove,Meltdown,0.8,"ways, whether scientific, evocative, emotional over here as Meltdown Love has presented.",2614.74
salon-086,Sue Beyer,Sue Byers,0.89,"scans next to Sue Byers. I'm sorry, I'm tilting a lot here. Sue Byers",2763.46
salon-086,Carla Gannis,Carla Ganas's,0.8,s sculpture here up front. And a front table with... That's Carla Ganas's work on it.,2920.56
salon-086,Ben Red,be read,0.86,"y tried working on some images that might have been able to be read, but",4259.94
salon-086,Patrick Lichty,"Patrick,",0.67,"And Patrick, I'm just going to interrupt you briefly.",5828.2
salon-086,Tommy Mintz,to point,0.63,yeah wednesday a wednesday okay yeah i'd just like to point out it's not standard time it's,6815.22
salon-091,David Mew,David M,0.88,"a very much of a historic show and that had Frank Dietrich, David M., had a great impact on me.",2539.14
salon-091,David Mew,David M,0.88,"d I watched, went to see a lecture that had James Blinn and David M.",2547.26
salon-091,Simone Gad,since grad,0.8,"And in the 1980s, as I'd been like since grad school, I worked with ornament and architectural",3133.02
interview-002,Anne Spalter,and Albert,0.64,"ton, the Museum of Modern Art in New York, and the Victoria and Albert Museum in London, among others.",37.64
interview-002,Anne Spalter,and Albert,0.64,"and the Victoria and Albert Museum in London, among others.",62.26
interview-002,Anne Spalter,a paper,0.63,"of going to some kind of college where I never had to write a paper ever again, seems just absolutely fantastic to me and that'",205.46
interview-002,Anne Spalter,and water,0.67,ng for decades so these things like lighthouses and spheres and water and,586.42
interview-002,Anne Spalter,and scale,0.67,"ity, the ability to undo things and save different versions and scale things.",956.72
interview-006,Patrick Lichty,"Patrick,",0.67,"And then I know that you're under a time restraint, Patrick, do you want to pull up some images on the screen and talk a",2102.3
interview-006,Carla Gannis,carl ganas,0.82,and spalter is working with and carl ganas and and so the thing is is then carl ganas and,2956.84
interview-006,Anne Spalter,and spalter,0.87,and spalter is working with and carl ganas and and so the thing is is t,2956.84
interview-008,Ben Red,be fried,0.8,es and the potatoes here had too high of a water content to be fried commercially for McDonald's.,711.06
interview-009,Andrea Bonaceto,and one,0.64,"ou know, like I saw an interview recently with a journalist and one thing that he said was you know save the best for first whe",183.1
interview-010,Brandon Gellis,brown lines,0.64,the brown lines on here are houses that were taken and all of these open sp,2950.16
interview-011,Gregory Little,Greg Little,0.88,Were you there when Greg Little was there?,246.8
interview-011,Reed Hearne,read here,0.8,"sense that it's the next, you know, title that I'm going to read here.",1136.72
interview-011,Andy Wauman,and Nauman,0.86,"and Nauman, I don't think it's well known or well talked about, had st",1839.52
interview-011,Andy Wauman,And Nauman,0.86," they were on mainframes, and it cost a fortune to develop. And Nauman was doing the",1861.14
interview-011,Michael Rees,made three,0.64,"right? And the act of typing made three dimensional form. And I created this whole,",2051.6
interview-012,Margaret Dolinsky,Margaret Jelinski,0.82,Margaret Jelinski.,1788.28
interview-013,Oliver Peterson,older person,0.81,"So in 2015 or 16, I decided to go back to school as an older person with lots of little people.",330.12
interview-013,Lee Day,like day,0.8,also like mexican culture so like day of the dead and uh you know catholicism and and things like,1009.88
interview-014,Francis Mariano,Francisco Asian,0.8,a boon to that because of the San Francisco Asian Art Museum and just the incredible mix of people,247.84
interview-016,Gregory Little,Greg Little,0.88,", one of the artists who presented an artist by the name of Greg Little, who's one of my graduate advisors, mentioned that he was a",635.04
interview-018,Randi Matushevitz,"Recently, Matyshevitz",0.68,"Recently, Matyshevitz has traversed into digital media. Remember she started out ",111.22
interview-019,Malavika Mandal Andrew,"Malavika Sharan, And",0.71,"Malavika Sharan, And.",2470.38
interview-019,Malavika Mandal Andrew,"Malavika Sharan, And",0.71,"Malavika Sharan, And the same came here.",2575.34
interview-021,Patrick Lichty,patrick right,0.81,ties and i think i meant it was fascinating to to bump into patrick right,313.24
interview-021,Gregory Little,greg little,0.88,out in ohio and we both studied with greg little um over there and did our mfas and computer art,348.06
interview-021,Oz Van Rosen,osvan rosen,0.87,this woman osvan rosen who kind of was the first person that she,372.7
interview-021,Victor Acevedo,vector based,0.69,"you know, 99 to 2004 that were vector based and then animating them and adding audio and kind of",4569.86
interview-024,Michael Farmer,Michael Shamberg,0.8,See Louis Jaffe and Michael Shamberg.,1108.44
interview-025,Verneda Lights,very bright,0.64,I find them to be very bright.,2153.5
interview-025,Andy Wauman,any human,0.8,To be accurate and able to create a face for any human being.,3719.84
interview-026,Christina Galbiati,Christina Albu,0.81,"And to quote Christina Albu,",2571.36
presentation-006,Reed Hearne,read here,0.8,I'm not going to go over everything that you can read here.,288.76
roundtable-001,Helen A. Harrison,Harrison,0.64,Helen A. Harrison is a former New York Times art critic and NPR arts commenta,20.62
roundtable-001,Michael Strevens,Michael Reese,0.83,"Steve Miller, Joseph Necfatal, Michael Reese, Christine Schooley, Nina Sobel, Anne Spalter,",361.24
roundtable-001,Nina Yankowitz,Nina Yankovic,0.81,"and Nina Yankovic. I'm going to close this monologue, hopefully it wasn't too",368.34
roundtable-001,Michael Strevens,Michael Rhee's,0.8,"So in the center here, we have Michael Rhee's augmented reality work relating to sculptural work.",1080.92
roundtable-001,Nina Yankowitz,Nina Jankowicz's,0.8,"In fact, in your fly-through, you showed Nina Jankowicz's two-panel animation.",1445.22
roundtable-002,TinTin23x,Tintin,0.8,And this is a graphic novelist who did the beloved Tintin books.,549.38
roundtable-002,TinTin23x,Tintin,0.8,"Tintin, Tibetan.",560.32
roundtable-002,TinTin23x,Tintin,0.8,And another thing that's nice about the Tintin brushes is that they take on the color of the background of,583.38
roundtable-002,TinTin23x,Tintin,0.8,"And then finally, again, showing you some of these Tintin brushes.",613.14
roundtable-002,TinTin23x,Tintin,0.8, I was holding this mirror picture up. Your repeated use of Tintin in catching the vase.,1109.86
roundtable-004,Steve Miller,seven minutes,0.64,Each of the artists on today's panel will have roughly seven minutes to make their presentation to introduce themselves and the ,58.76
roundtable-004,Steve Miller,see later,0.67,"dical checkup by X-raying the flora and fauna, which you'll see later.",513.0
roundtable-004,Steve Miller,see later,0.67,"hat I found in the poorest sections of Brazil, which you'll see later.",537.08
salon-008,Malavika Mandal Andrew,malavika i'm an,0.7, time thank you so yeah okay! so uh my name is as i said as malavika i'm an artist and my main education is in textile designing i did ,1912.22
salon-008,Emily B. Schilling,Emily Bruton Schilling,0.85,"n here. Emily, would you like to present? Hi everybody. I'm Emily Bruton Schilling and I'm here from New York City and very excited to be here",2335.58
salon-009,Carmen Moses,can see,0.63,"h, if everyone could put a thumbs up, that'd be great. So I can see that everyone knows kind of how to do it. Nice, beautiful. ",0.0
salon-009,Carmen Moses,can see,0.63,"show you a little bit of the painting. If you go in it, you can see I'm in Photoshop, all the layers in this, and you can see t",238.02
salon-009,Patrick Lichty,Patrick,0.67, might want to move on to the next presentation. So I think Patrick just showed up. And he was supposed to be number two in our,1015.0
salon-009,Carmen Moses,can see,0.63,"enjoying life or, you know, a bit of bourgeoisie. There you can see here you can see Prosecco and like Prosecco pattern. Then w",1015.0
salon-009,Leslie Kell,"Leslie,",0.71,"ter I believe is going to be, where are you?  Just saw you. Leslie, I believe you were the next, supposed to be the next presen",1453.14
salon-009,Carmen Moses,can see,0.63,ff of the theoretical framework of Kandinsky's work and you can see it's pretty derivative this is 1993 1994 done on a 286 um b,1453.14
salon-009,Roman Verostko,Roman Verasco,0.81,at really split is that when I started working with um what Roman Verasco an artist in in Minneapolis would call algorithm in other w,1453.14
salon-009,Carmen Moses,Carmen,0.67,"I think everyone just kind of showed up. So, I mean, I know Carmen was here early. Carmen, if you want to go, by all means. Th",2370.32
salon-009,Patrick Lichty,Patrick,0.67,mework and I'm guilty of not. Getting my homework in either Patrick and I are on our last day. So I think it's a good idea to s,2938.32
salon-009,Leslie Kell,leslie,0.71,e uh these processes in photoshop of of uh like taking like leslie was saying taking you know my own photos my own stock photo,2938.32
salon-009,Anne Spalter,and Spalter,0.87,". And one of the board members said, you know, this. Person and Spalter, have you heard of her? And I hadn't at the time. And she s",2938.32
salon-010,Anne Morgan Spalter,and Spalter,0.67,"ffense. It's all good.  Alright, so without further ado, is and Spalter in the room. And here you are here. Okay. So, and will be o",1.3
salon-010,Anne Spalter,and Spalter,0.87,"ffense. It's all good.  Alright, so without further ado, is and Spalter in the room. And here you are here. Okay. So, and will be o",1.3
salon-010,Anne Morgan Spalter,And Michael Spalter,0.68,tiful work and the traditional art world really hated them. And Michael Spalter who is a digital art history major at Brown said wow this i,204.24
salon-010,Sherry Karver,SuperRare,0.64,ou can see some of that on my website and the rest of it on SuperRare or Viv3. V-I-V-3-D-R-A-R-E. And that's been really fun. And,204.24
salon-010,Brandon Gellis,Brandon,0.67,or you know.  I'd be happy to work with you. Who said that? Brandon hi. Well then maybe you should be my collaborator. All righ,929.14
salon-011,Steve Miller,some smaller,0.67,hey're 21 inches long. And I think they're 19 by 21. I have some smaller scale ones that are 12 by 21. I basically decided to work w,2610.12
salon-012,Michael Pierre Price,"Michael Reese, Michael",0.67,"ese, yeah.  And... Carter. Carter. Sorry. Okay. So, Carter, Michael Reese, Michael Price, Colin, and... And Randy. So, those are going to be o",0.0
salon-012,Peter Borges,Peter Bourget,0.88,"olved in the space since early on.  And then there was also Peter Bourget, who's, when first I think he might've been the person who ",3828.28
salon-012,Colin Goldberg,Colin's going,0.67,"chat. I'm going to be here for a bit after. I don't know if Colin's going to be here for a bit after too, or if he has to go. But- Ye",5748.3
